Customer ID,Age,Gender,Job,Annual Income,Account Creation Date,Last Login Time,Purchase Frequency,Average Purchase Price,Most Purchased Category,App Usage Frequency,Preferred Payment Method,Marketing Opt-In,Recent Purchase Date,Promotion Response,Preferred Brand
385,60,Male,Technology,62306,2022-06-26,2024-05-02 0:17,27,253.6,Kids,2.91,Virtual Account,FALSE,2024-01-16,0,Hazzys
386,61,Male,Education,160810,2022-05-25,2024-05-05 9:12,28,353.8,Bags/Accessories,3.53,Mobile,TRUE,2024-03-17,0,Nike
387,45,Male,Healthcare,73550,2021-12-13,2024-05-05 23:53,26,313.58,Women's Clothing,3.43,Virtual Account,FALSE,2023-06-19,0,Daks
388,21,Male,Finance,150903,2021-12-02,2024-05-08 6:08,4,328.03,Shoes,0.79,Credit Card,TRUE,2024-02-27,1,Nike
389,41,Male,Services,92431,2020-07-21,2024-05-07 21:19,11,173.6,Bags/Accessories,3.5,Mobile,TRUE,2023-06-26,1,Daks
390,49,Male,Technology,67643,2022-04-13,2024-05-04 1:18,15,195.25,Women's Clothing,2.96,App,FALSE,2024-04-20,1,Nike
391,61,Male,Healthcare,112039,2023-04-23,2024-05-01 1:17,14,387.76,Sports,1.14,Mobile,FALSE,2024-03-13,0,Gucci
392,28,Male,Education,45410,2021-10-05,2024-05-09 0:28,17,76.92,Sports,3.68,Virtual Account,FALSE,2024-03-17,0,Nike
393,29,Male,Services,198300,2019-08-28,2024-05-08 23:18,25,343.43,Women's Clothing,3.79,Mobile,TRUE,2023-10-19,1,Daks
394,50,Female,Finance,53108,2023-01-09,2024-05-03 14:41,29,252.02,Golf,2.12,Virtual Account,FALSE,2024-03-30,0,Nike
395,68,Male,Finance,111916,2020-02-06,2024-05-07 5:26,12,300.07,Men's Clothing,0.62,Credit Card,FALSE,2024-02-14,0,Hazzys
396,44,Male,Services,43071,2022-08-07,2024-05-07 0:02,19,494.65,Women's Clothing,0.28,Mobile,FALSE,2023-05-19,1,Nike
397,57,Male,Education,198386,2020-05-04,2024-05-05 8:37,20,178.99,Women's Clothing,1.87,Virtual Account,FALSE,2023-11-09,0,Double Flag
398,49,Male,Services,30807,2021-09-26,2024-05-02 2:20,23,143.69,Men's Clothing,0.62,Virtual Account,TRUE,2023-07-25,0,Nike
399,65,Male,Education,74074,2020-09-13,2024-05-04 10:02,23,69.23,Bags/Accessories,0.02,App,FALSE,2024-04-15,0,Double Flag
400,44,Female,Services,,2021-09-30,2024-05-07 12:42,14,362.84,Sports,1.66,App,FALSE,2024-02-26,1,Gucci
401,31,Male,Services,177339,2020-11-21,2024-05-05 11:09,23,299.65,Kids,0.04,App,TRUE,2024-02-10,0,Daks
402,66,Female,Services,140274,2023-04-04,2024-05-07 1:20,27,227.62,Golf,4.03,Credit Card,TRUE,2024-01-03,0,Nike
403,61,Male,Services,,2020-08-12,2024-05-02 20:55,25,497.19,Men's Clothing,2.42,Mobile,FALSE,2024-04-20,0,Nike
404,32,Male,Technology,81471,2019-07-20,2024-05-03 6:21,12,195.02,Beauty,0.94,Credit Card,FALSE,2023-09-04,1,Hazzys
405,63,Male,Healthcare,58032,2021-12-19,2024-05-04 9:56,0,449.67,Luxury,2.48,Credit Card,TRUE,2024-02-14,1,Gucci
406,48,Female,Finance,110407,2020-10-22,2024-05-04 18:18,2,317.74,Shoes,2.82,Mobile,FALSE,2023-08-26,1,Daks
407,66,Male,Technology,150083,2019-07-25,2024-05-04 15:03,0,267.73,Golf,4.36,Virtual Account,FALSE,2024-03-29,0,Hazzys
408,36,Female,Technology,151459,2022-03-07,2024-05-09 2:39,28,444,Kids,3.29,Mobile,FALSE,2023-06-14,0,Double Flag
409,38,Female,Finance,199586,2021-04-14,2024-05-03 22:20,9,4482.5,Beauty,0.92,Mobile,TRUE,2023-08-29,1,Gucci
410,60,Male,Services,65660,2019-08-06,2024-05-04 1:10,17,309.32,Bags/Accessories,1.99,Mobile,FALSE,2023-10-24,0,Hazzys
411,52,Female,Technology,76267,2022-10-13,2024-05-02 0:37,14,273.06,Bags/Accessories,0.57,Mobile,TRUE,2023-07-28,0,Daks
412,28,Female,Healthcare,100119,2020-06-05,2024-05-01 19:38,29,475.25,Kids,1.99,Virtual Account,FALSE,2023-09-02,1,Hazzys
413,35,Female,Healthcare,82139,2020-09-17,2024-05-07 14:01,19,483.19,Golf,3.37,Credit Card,TRUE,2023-09-15,1,Double Flag
414,46,Male,Healthcare,60747,2021-12-07,2024-05-07 8:42,29,493.54,Shoes,1.5,Credit Card,FALSE,2023-11-14,0,Nike
415,48,Female,Finance,121449,2022-04-12,2024-05-03 6:00,17,490.15,Golf,4.03,Mobile,FALSE,2023-07-10,0,Gucci
416,24,Female,Finance,66019,2023-09-09,2024-05-09 2:34,4,100.45,Kids,3.12,Mobile,TRUE,2024-04-19,1,Daks
417,45,Male,Technology,139409,2021-09-15,2024-05-02 15:00,15,242.22,Shoes,4.87,Credit Card,TRUE,2023-10-26,1,Nike
418,67,Male,Services,155440,2023-05-17,2024-05-02 12:17,23,400.39,Sports,0.96,Virtual Account,TRUE,2023-07-07,1,Gucci
419,29,Male,Services,154360,2021-08-04,2024-05-01 21:57,26,102.27,Golf,3.72,Mobile,FALSE,2023-08-01,0,Double Flag
420,38,Male,Finance,73130,2020-10-07,2024-05-06 20:22,16,368.36,Kids,2.07,Virtual Account,TRUE,2023-05-22,0,Double Flag
421,31,Male,Finance,72184,2023-03-29,2024-05-03 11:53,20,68.24,Luxury,5,App,FALSE,2023-07-01,0,Double Flag
422,37,Male,Services,120977,2023-04-25,2024-05-04 3:38,25,255.91,Women's Clothing,1.27,App,TRUE,2024-03-04,1,Gucci
423,37,Male,Education,61137,2023-12-22,2024-05-08 19:51,27,385.35,Kids,4.91,Mobile,TRUE,2023-10-15,0,Hazzys
424,66,Female,Healthcare,101384,2021-05-03,2024-05-06 0:55,23,383.27,Men's Clothing,0.62,Credit Card,TRUE,2023-11-12,1,Gucci
425,37,Female,Technology,,2023-12-12,2024-05-05 20:52,4,452.04,Luxury,3.43,App,FALSE,2024-02-24,1,Hazzys
426,20,Female,Finance,198499,2020-09-12,2024-05-06 6:59,12,172.35,Bags/Accessories,4.31,Virtual Account,TRUE,2024-04-12,1,Nike
427,62,Male,Technology,,2019-07-26,2024-05-03 3:02,25,223.19,Sports,0.38,Mobile,TRUE,2023-07-30,1,Double Flag
428,35,Female,Healthcare,172114,2021-12-19,2024-05-06 21:51,0,219.79,Men's Clothing,0.9,App,TRUE,2023-05-12,0,Gucci
429,51,Male,Finance,129419,2021-04-29,2024-05-04 13:28,7,107.92,Women's Clothing,1.68,App,TRUE,2024-01-31,1,Double Flag
430,25,Female,Services,87244,2021-05-02,2024-05-06 21:45,27,390.31,Shoes,2.96,Virtual Account,TRUE,2023-06-07,0,Daks
431,42,Female,Healthcare,120461,2020-04-13,2024-05-08 6:44,5,417.41,Shoes,4.36,Mobile,TRUE,2024-01-23,0,Gucci
432,27,Female,Finance,,2021-10-24,2024-05-01 18:29,20,334.68,Shoes,4.13,Mobile,TRUE,2023-12-14,1,Gucci
433,51,Male,Services,57258,2021-09-12,2024-05-08 13:59,15,239.45,Men's Clothing,1.94,Credit Card,TRUE,2023-07-11,0,Double Flag
434,55,Female,Education,75787,2021-11-09,2024-05-08 10:52,22,131.45,Men's Clothing,2.77,Credit Card,FALSE,2024-02-17,0,Gucci
435,51,Male,Finance,89058,2022-01-07,2024-05-05 21:17,18,241.61,Shoes,3.25,Mobile,FALSE,2023-05-11,0,Nike
436,32,Male,Services,133766,2022-02-24,2024-05-08 17:21,15,85.56,Bags/Accessories,2.94,App,FALSE,2024-02-23,0,Daks
437,46,Female,Education,177453,2023-05-09,2024-05-06 4:27,12,163.51,Sports,1.34,Mobile,TRUE,2023-07-13,1,Hazzys
438,46,Female,Healthcare,122978,2023-04-08,2024-05-03 13:55,13,52.55,Luxury,2.01,App,FALSE,2023-07-15,1,Daks
439,65,Female,Finance,148687,2023-12-01,2024-05-05 15:46,20,62.7,Sports,0.8,Credit Card,TRUE,2023-08-24,0,Hazzys
440,21,Female,Finance,104623,2021-07-08,2024-05-01 1:58,5,382.14,Sports,1.9,App,TRUE,2023-08-24,0,Hazzys
441,65,Male,Finance,48454,2023-09-23,2024-05-01 11:11,0,378.49,Bags/Accessories,0.56,Mobile,TRUE,2023-11-07,0,Double Flag
442,64,Male,Education,163325,2020-01-24,2024-05-05 9:10,18,372.56,Bags/Accessories,0.29,Virtual Account,TRUE,2024-03-08,0,Double Flag
443,60,Female,Education,,2020-09-01,2024-05-05 18:26,24,414.08,Beauty,1.15,Mobile,FALSE,2023-10-28,1,Gucci
444,68,Male,Finance,135043,2020-01-07,2024-05-08 19:02,20,90.86,Kids,2.37,Mobile,TRUE,2024-02-21,1,Daks
445,22,Male,Technology,162801,2021-06-13,2024-05-02 19:05,27,186.68,Kids,1.39,Mobile,FALSE,2024-04-13,0,Daks
446,35,Female,Finance,35385,2019-10-23,2024-05-02 20:49,12,483.75,Men's Clothing,4.54,Credit Card,TRUE,2024-01-19,1,Hazzys
447,29,Male,Services,37754,2019-11-14,2024-05-03 19:34,20,342.28,Luxury,0.55,Mobile,TRUE,2023-10-09,0,Nike
448,33,Female,Healthcare,97805,2022-06-07,2024-05-07 18:27,10,458.65,Sports,1.77,Mobile,TRUE,2023-09-28,0,Gucci
449,57,Male,Technology,140131,2020-11-16,2024-05-08 23:54,4,412.95,Sports,3.54,App,FALSE,2023-05-13,1,Double Flag
450,35,Female,Finance,159605,2020-04-21,2024-05-09 5:08,29,356.15,Men's Clothing,3.44,Virtual Account,TRUE,2023-05-23,1,Hazzys
451,40,Male,Education,51733,2023-05-28,2024-05-02 17:11,7,400.89,Sports,4.79,App,FALSE,2024-04-15,0,Gucci
452,25,Female,Finance,173155,2024-04-07,2024-05-04 5:16,9,313.37,Shoes,0.36,Virtual Account,FALSE,2024-05-01,0,Gucci
453,58,Female,Finance,79687,2021-12-09,2024-05-03 15:57,9,269.65,Golf,2.52,Virtual Account,FALSE,2023-10-27,1,Daks
454,40,Female,Technology,81803,2020-07-04,2024-05-05 23:03,3,301.68,Beauty,0.06,Mobile,FALSE,2023-08-31,0,Daks
455,43,Male,Finance,159893,2019-08-25,2024-05-05 18:47,29,392.28,Shoes,4.38,Virtual Account,FALSE,2023-09-24,0,Daks
456,56,Male,Technology,102526,2021-09-12,2024-05-02 19:03,14,100.22,Beauty,1.21,Mobile,FALSE,2023-11-07,0,Daks
457,67,Male,Technology,53033,2020-03-27,2024-05-01 12:26,24,295.72,Shoes,4.44,Credit Card,FALSE,2023-09-08,0,Daks
458,33,Female,Finance,172265,2020-05-12,2024-05-04 12:04,21,354.09,Shoes,4.84,Credit Card,TRUE,2023-06-26,0,Gucci
459,64,Female,Finance,45794,2022-06-19,2024-05-04 18:06,19,437.35,Beauty,0.82,App,TRUE,2024-04-28,0,Daks
460,65,Male,Healthcare,111840,2023-12-25,2024-05-06 1:31,6,367.29,Women's Clothing,4.97,App,FALSE,2023-11-04,0,Hazzys
461,20,Female,Technology,174332,2023-08-26,2024-05-01 13:58,16,164.68,Kids,3.13,Credit Card,TRUE,2024-03-05,0,Gucci
462,52,Male,Finance,98440,2020-03-26,2024-05-02 16:42,24,488.03,Luxury,2.38,Mobile,FALSE,2023-08-11,0,Hazzys
463,51,Female,Services,157038,2019-07-04,2024-05-02 7:03,20,93.2,Bags/Accessories,1.59,Credit Card,FALSE,2024-01-31,0,Hazzys
464,49,Female,Education,64001,2019-07-15,2024-05-06 1:30,2,428.38,Women's Clothing,4.81,Credit Card,TRUE,2023-11-29,0,Daks
465,27,Female,Education,56873,2021-10-30,2024-05-03 11:43,1,480.14,Shoes,4.53,Credit Card,FALSE,2024-02-25,1,Hazzys
466,33,Female,Technology,33709,2020-12-27,2024-05-06 0:54,14,74.06,Golf,2.25,Credit Card,FALSE,2023-06-13,0,Hazzys
467,40,Male,Services,68734,2021-08-21,2024-05-04 20:16,10,212.77,Women's Clothing,0.5,Virtual Account,TRUE,2023-08-20,1,Hazzys
468,44,Female,Technology,97469,2024-02-11,2024-05-05 10:46,16,90.22,Women's Clothing,1.63,App,FALSE,2024-01-19,0,Daks
469,26,Female,Education,58426,2023-10-14,2024-05-03 5:55,5,438.87,Luxury,3.83,App,FALSE,2024-01-18,0,Daks
470,42,Male,Healthcare,124998,2020-05-24,2024-05-06 13:05,17,351.6,Bags/Accessories,1.28,Credit Card,TRUE,2024-03-12,0,Gucci
471,57,Male,Finance,33355,2023-07-29,2024-05-06 9:16,22,397,Sports,1.97,Mobile,FALSE,2023-11-11,0,Nike
472,55,Male,Technology,93350,2020-06-21,2024-05-02 14:59,29,32.46,Bags/Accessories,1.25,App,TRUE,2024-01-05,0,Double Flag
473,68,Female,Technology,,2021-12-26,2024-05-08 9:09,8,430.93,Luxury,1.53,App,TRUE,2023-11-07,1,Hazzys
474,41,Female,Technology,167390,2022-11-21,2024-05-03 19:57,18,336.48,Bags/Accessories,3.19,Credit Card,TRUE,2024-03-08,1,Gucci
475,55,Male,Healthcare,117019,2022-03-02,2024-05-02 13:06,13,265.61,Beauty,2.7,Virtual Account,FALSE,2023-09-15,1,Daks
476,41,Male,Education,159132,2023-03-17,2024-05-02 14:46,14,85.5,Golf,2.44,Mobile,TRUE,2023-06-16,1,Hazzys
477,58,Male,Finance,112467,2020-05-08,2024-05-08 16:18,15,442.84,Golf,4.56,Mobile,FALSE,2023-07-28,1,Double Flag
478,31,Male,Finance,105489,2021-06-13,2024-05-03 21:01,24,56.05,Beauty,1.89,Virtual Account,FALSE,2023-10-01,0,Gucci
479,50,Male,Healthcare,160692,2022-08-11,2024-05-09 2:13,18,92.96,Shoes,3.03,App,FALSE,2024-03-23,1,Double Flag
480,67,Female,Healthcare,31520,2023-12-23,2024-05-06 9:01,11,405.06,Bags/Accessories,2.48,App,TRUE,2023-12-28,1,Nike
481,25,Male,Services,128381,2020-02-20,2024-05-01 16:51,11,374.72,Beauty,0.22,App,FALSE,2024-01-12,1,Hazzys
482,56,Male,Services,112250,2020-01-26,2024-05-06 1:12,14,352.36,Luxury,1.98,Mobile,FALSE,2024-02-24,1,Nike
483,32,Female,Finance,62749,2022-09-25,2024-05-04 13:05,24,61.9,Beauty,1.67,Mobile,TRUE,2023-10-26,1,Gucci
484,37,Female,Technology,119072,2022-05-08,2024-05-08 18:24,26,117.66,Sports,1.54,Virtual Account,FALSE,2023-10-15,1,Nike
485,68,Female,Healthcare,98875,2020-04-13,2024-05-03 13:39,10,308.77,Beauty,1.58,Mobile,FALSE,2024-04-06,0,Daks
486,18,Female,Education,75220,2021-12-25,2024-05-06 0:01,25,248.99,Golf,0.06,App,TRUE,2023-12-13,0,Nike
487,52,Male,Healthcare,176631,2020-12-12,2024-05-01 22:08,16,399.82,Men's Clothing,2.55,Credit Card,TRUE,2024-03-27,1,Double Flag
488,49,Female,Education,177785,2020-03-04,2024-05-06 2:07,9,491.1,Men's Clothing,2.27,App,TRUE,2023-05-16,1,Hazzys
489,48,Male,Education,150802,2019-05-26,2024-05-01 13:25,23,490.58,Kids,0.22,Mobile,TRUE,2024-02-21,1,Gucci
490,41,Female,Healthcare,44920,2021-10-23,2024-05-06 13:29,16,97.73,Beauty,4.45,Mobile,FALSE,2024-05-03,0,Gucci
491,56,Male,Education,183189,2023-08-08,2024-05-06 19:45,20,218.25,Luxury,3.75,App,FALSE,2023-12-16,1,Gucci
492,35,Male,Services,53374,2019-11-16,2024-05-08 7:57,22,405.51,Bags/Accessories,4.18,Credit Card,TRUE,2023-10-06,0,Daks
493,55,Female,Education,55768,2019-06-12,2024-05-02 21:12,7,447.96,Luxury,0.76,Credit Card,TRUE,2023-09-09,1,Gucci
494,46,Male,Finance,188532,2023-12-16,2024-05-04 0:14,8,375.94,Bags/Accessories,1.61,App,FALSE,2023-11-05,0,Gucci
495,43,Male,Healthcare,52981,2020-08-02,2024-05-03 13:11,22,129.64,Beauty,0.45,Credit Card,TRUE,2024-02-25,1,Double Flag
496,28,Male,Services,44767,2023-11-16,2024-05-03 16:39,29,303.66,Kids,3.73,Credit Card,FALSE,2024-03-29,0,Hazzys
497,44,Male,Healthcare,146867,2020-01-15,2024-05-02 9:23,7,314.33,Bags/Accessories,4.41,Virtual Account,TRUE,2024-01-02,0,Daks
498,63,Male,Technology,,2024-01-04,2024-05-06 8:10,5,181.26,Beauty,0.9,App,FALSE,2024-02-04,1,Gucci
499,42,Male,Technology,80430,2022-08-01,2024-05-06 10:53,0,243.02,Golf,2.21,Credit Card,FALSE,2024-02-28,1,Hazzys
500,33,Male,Services,167205,2023-01-27,2024-05-07 20:15,24,437.4,Kids,2.69,Mobile,TRUE,2023-11-22,1,Double Flag
501,45,Female,Education,160928,2020-07-08,2024-05-03 23:37,24,83.89,Bags/Accessories,3.54,Virtual Account,FALSE,2024-01-07,1,Nike
502,21,Female,Technology,147815,2020-07-03,2024-05-06 12:10,17,299.38,Golf,4.31,App,TRUE,2024-04-10,1,Gucci
503,69,Male,Finance,39763,2022-11-18,2024-05-03 8:11,19,466.8,Sports,4.07,Virtual Account,TRUE,2024-01-14,0,Gucci
504,23,Male,Finance,72846,2019-06-16,2024-05-05 13:04,2,404.88,Luxury,0.26,Virtual Account,FALSE,2023-12-25,1,Gucci
505,43,Male,Services,43264,2021-12-06,2024-05-02 0:18,25,353.78,Men's Clothing,0.99,Virtual Account,FALSE,2024-04-20,0,Hazzys
506,20,Male,Technology,188003,2023-06-04,2024-05-02 9:02,28,364.26,Sports,0.64,Virtual Account,TRUE,2023-08-20,0,Double Flag
507,61,Female,Services,49822,2021-08-28,2024-05-07 18:03,16,396.56,Sports,3.57,Mobile,TRUE,2024-04-02,0,Double Flag
508,34,Male,Finance,43842,2023-01-03,2024-05-01 22:06,1,469.3,Luxury,0.34,App,FALSE,2023-09-20,0,Hazzys
509,57,Female,Services,161815,2019-12-14,2024-05-05 17:50,9,224.49,Men's Clothing,1.82,Virtual Account,TRUE,2023-07-09,1,Hazzys
510,40,Male,Education,148087,2024-02-25,2024-05-05 4:03,25,95.42,Shoes,3.52,Mobile,FALSE,2023-08-14,1,Hazzys
511,60,Male,Education,181611,2021-04-04,2024-05-02 15:50,5,245.68,Shoes,1.59,App,TRUE,2023-09-19,0,Daks
512,66,Female,Technology,149174,2019-07-16,2024-05-04 10:54,22,446.62,Luxury,0.96,App,TRUE,2023-09-06,0,Hazzys
513,57,Female,Education,131238,2021-06-20,2024-05-08 10:11,21,278.94,Golf,0.26,Credit Card,TRUE,2024-01-06,0,Hazzys
514,24,Male,Services,52696,2021-04-05,2024-05-03 2:40,3,39.7,Sports,0.73,Virtual Account,TRUE,2023-07-03,1,Daks
515,30,Female,Education,34306,2021-05-08,2024-05-03 19:40,19,430.52,Women's Clothing,2.63,Mobile,TRUE,2023-10-12,1,Hazzys
516,20,Female,Finance,142847,2023-10-16,2024-05-03 2:28,24,425.57,Luxury,3.46,App,FALSE,2023-10-13,0,Gucci
517,32,Male,Technology,35070,2023-04-16,2024-05-03 12:27,14,24.24,Beauty,1.5,Virtual Account,TRUE,2023-10-22,1,Hazzys
518,36,Male,Education,40813,2020-06-20,2024-05-07 17:37,29,157.39,Women's Clothing,0.21,Credit Card,TRUE,2024-01-17,0,Nike
519,46,Female,Healthcare,93836,2022-05-09,2024-05-03 0:33,5,106.01,Shoes,2.02,Mobile,FALSE,2024-04-02,1,Hazzys
520,25,Male,Education,89582,2022-03-14,2024-05-05 1:14,5,322.65,Luxury,4.32,Mobile,TRUE,2023-11-16,0,Gucci
521,46,Female,Finance,167372,2020-08-11,2024-05-01 2:27,22,333.6,Men's Clothing,1.45,Mobile,FALSE,2024-02-09,0,Gucci
522,52,Female,Services,172051,2021-04-18,2024-05-02 23:56,0,169.16,Luxury,0.79,Credit Card,FALSE,2023-07-24,0,Nike
523,40,Female,Education,117886,2020-04-04,2024-05-05 10:49,21,394.43,Luxury,0.74,Mobile,TRUE,2024-03-17,1,Daks
524,27,Male,Education,85628,2020-12-09,2024-05-03 17:29,8,103.57,Beauty,3.98,Credit Card,FALSE,2023-10-05,0,Daks
525,27,Female,Healthcare,160082,2020-11-21,2024-05-03 23:55,25,455.78,Women's Clothing,4.19,Credit Card,TRUE,2024-03-28,1,Daks
526,57,Male,Finance,170283,2024-03-01,2024-05-01 8:33,12,88.63,Golf,2.6,App,FALSE,2023-06-04,1,Daks
527,26,Female,Healthcare,111766,2021-04-18,2024-05-05 21:54,12,359.46,Golf,2.44,Mobile,FALSE,2024-05-03,1,Nike
528,28,Male,Education,98991,2019-09-28,2024-05-07 8:16,22,264.44,Shoes,4.79,Virtual Account,FALSE,2023-12-01,0,Double Flag
529,41,Female,Healthcare,198021,2023-12-24,2024-05-02 18:05,2,258.31,Men's Clothing,3.3,Mobile,FALSE,2023-05-19,1,Hazzys
530,30,Male,Services,41329,2023-08-30,2024-05-01 7:36,13,282.42,Sports,0.54,Virtual Account,TRUE,2023-08-02,1,Daks
531,20,Male,Education,186308,2023-04-22,2024-05-07 23:24,17,408.26,Men's Clothing,3.14,Credit Card,TRUE,2023-07-27,0,Daks
532,50,Female,Education,158071,2023-12-15,2024-05-08 19:50,8,282.56,Beauty,3.59,App,FALSE,2023-06-15,0,Hazzys
533,25,Female,Education,166200,2019-08-13,2024-05-01 17:55,13,338.74,Beauty,1.82,Mobile,FALSE,2023-05-13,1,Gucci
534,30,Male,Finance,127025,2022-10-11,2024-05-03 16:37,1,408.23,Women's Clothing,4.51,App,FALSE,2023-05-10,0,Gucci
535,26,Female,Services,79139,2022-12-16,2024-05-07 6:00,24,211.34,Golf,2.09,Virtual Account,FALSE,2024-04-09,1,Double Flag
536,49,Male,Services,144676,2023-07-30,2024-05-07 4:28,10,362.57,Sports,3.34,Virtual Account,FALSE,2023-11-09,0,Hazzys
537,31,Male,Services,156015,2020-01-31,2024-05-02 17:28,29,261.24,Golf,1.04,Mobile,FALSE,2024-01-15,1,Daks
538,26,Female,Education,172161,2023-12-26,2024-05-05 4:06,22,322.37,Luxury,4.85,Mobile,FALSE,2023-06-21,1,Daks
539,59,Male,Technology,153579,2023-04-23,2024-05-08 10:35,14,315.67,Kids,4.04,Virtual Account,TRUE,2023-06-17,0,Double Flag
540,55,Female,Healthcare,123963,2023-02-14,2024-05-01 19:30,10,248.23,Kids,1.89,App,TRUE,2023-09-30,0,Hazzys
541,67,Male,Education,88662,2022-03-17,2024-05-01 6:50,27,111.44,Kids,0.23,App,TRUE,2023-05-28,0,Double Flag
542,43,Male,Finance,51697,2021-08-27,2024-05-03 9:49,28,489.28,Bags/Accessories,1.7,Credit Card,FALSE,2024-04-09,0,Gucci
543,41,Female,Finance,179496,2020-04-09,2024-05-01 15:43,23,216.84,Sports,3.6,Credit Card,FALSE,2023-08-23,0,Gucci
544,61,Female,Healthcare,173012,2020-07-17,2024-05-05 22:41,3,377.95,Sports,4.03,Credit Card,FALSE,2024-03-26,0,Double Flag
545,35,Female,Healthcare,53406,2023-11-17,2024-05-07 14:08,26,235.29,Shoes,3.46,Virtual Account,FALSE,2023-06-03,0,Hazzys
546,50,Female,Services,69207,2019-12-27,2024-05-07 23:34,7,165.2,Men's Clothing,4.64,App,TRUE,2024-02-17,0,Nike
547,42,Male,Healthcare,167867,2022-08-01,2024-05-02 14:45,6,476.61,Sports,0.68,Mobile,FALSE,2024-04-06,0,Double Flag
548,64,Female,Technology,47850,2022-10-01,2024-05-07 9:06,3,215.33,Men's Clothing,4.97,Mobile,TRUE,2024-04-15,1,Hazzys
549,48,Male,Finance,176429,2019-07-24,2024-05-02 14:06,14,90.66,Kids,2.35,App,FALSE,2024-05-05,0,Daks
550,47,Female,Services,170016,2021-02-18,2024-05-07 14:33,23,124.37,Men's Clothing,3.8,App,FALSE,2024-05-02,0,Double Flag
551,33,Female,Technology,30719,2023-09-07,2024-05-05 5:20,15,474.86,Bags/Accessories,4.98,App,FALSE,2024-03-28,0,Double Flag
552,35,Male,Technology,75852,2020-02-05,2024-05-01 21:13,29,479.31,Kids,4.17,Credit Card,FALSE,2023-09-13,0,Double Flag
553,43,Female,Healthcare,115600,2023-06-28,2024-05-02 13:08,12,260.89,Beauty,4.8,App,TRUE,2024-04-11,0,Double Flag
554,65,Female,Healthcare,49894,2024-04-01,2024-05-02 1:53,26,183.96,Beauty,1.33,Virtual Account,FALSE,2023-11-14,1,Gucci
555,25,Male,Technology,178583,2019-07-22,2024-05-09 5:20,10,70.35,Golf,0.8,Credit Card,FALSE,2024-04-10,0,Gucci
556,69,Male,Services,45577,2021-09-13,2024-05-04 3:23,12,318.22,Shoes,3.67,App,FALSE,2024-03-29,1,Double Flag
557,36,Male,Finance,182825,2021-09-10,2024-05-02 15:02,22,142.82,Sports,3.98,Credit Card,TRUE,2024-03-02,0,Nike
558,27,Male,Services,70298,2021-12-24,2024-05-02 12:56,19,50.63,Kids,2.92,App,TRUE,2024-01-10,1,Nike
559,26,Female,Technology,128999,2022-09-02,2024-05-07 8:33,0,462.96,Shoes,1.84,Credit Card,TRUE,2024-02-21,1,Nike
560,28,Male,Healthcare,63031,2024-03-25,2024-05-06 6:03,24,61.16,Women's Clothing,0.34,Virtual Account,TRUE,2024-03-29,1,Hazzys
561,31,Male,Technology,72933,2020-06-24,2024-05-07 12:40,14,258.81,Women's Clothing,3.96,Virtual Account,FALSE,2024-01-02,1,Double Flag
562,50,Male,Technology,151383,2022-08-11,2024-05-09 0:35,17,471.38,Golf,0.32,App,FALSE,2024-04-23,0,Daks
563,63,Female,Technology,44299,2021-11-27,2024-05-07 2:52,11,318.62,Shoes,3.28,Mobile,FALSE,2023-06-25,1,Gucci
564,68,Male,Technology,139591,2022-01-28,2024-05-06 14:23,14,351.08,Golf,0.01,Credit Card,FALSE,2024-01-26,1,Daks
565,45,Male,Healthcare,173280,2022-05-29,2024-05-03 21:58,29,114.34,Sports,1.76,App,TRUE,2023-06-28,1,Daks
566,66,Male,Healthcare,136985,2019-07-06,2024-05-08 9:42,22,189.69,Golf,2.21,Virtual Account,FALSE,2023-05-12,0,Hazzys
567,61,Male,Technology,153224,2024-03-04,2024-05-08 13:19,11,357.82,Sports,3.49,Mobile,TRUE,2024-04-06,1,Hazzys
568,47,Male,Finance,92402,2021-10-31,2024-05-04 11:42,28,188.41,Women's Clothing,0.9,App,TRUE,2024-01-08,0,Hazzys
569,62,Female,Healthcare,170975,2019-05-27,2024-05-02 12:35,4,225.25,Kids,4.57,Credit Card,TRUE,2024-03-26,0,Hazzys
570,69,Female,Education,105394,2024-01-13,2024-05-06 23:05,5,152.08,Men's Clothing,4.48,Credit Card,TRUE,2023-12-16,0,Nike
571,63,Male,Services,121628,2022-10-06,2024-05-08 22:13,7,213.24,Kids,2.51,App,TRUE,2023-11-09,1,Double Flag
572,20,Female,Services,176794,2023-11-01,2024-05-02 0:23,15,158.86,Shoes,2.87,Mobile,TRUE,2024-04-28,0,Daks
573,49,Male,Education,158739,2019-10-05,2024-05-06 1:51,21,449.41,Men's Clothing,0.78,Virtual Account,TRUE,2023-08-13,1,Hazzys
574,42,Female,Finance,43104,2023-05-13,2024-05-08 4:23,21,286.69,Sports,3.48,Mobile,TRUE,2023-10-23,1,Gucci
575,62,Male,Services,142642,2023-04-10,2024-05-01 3:38,9,440.19,Golf,4.32,App,TRUE,2023-05-31,1,Gucci
576,43,Female,Healthcare,184738,2023-12-02,2024-05-07 9:23,19,272.28,Sports,2.4,Virtual Account,FALSE,2023-05-16,1,Double Flag
577,67,Female,Technology,106089,2021-06-10,2024-05-05 14:09,25,178.94,Shoes,4.23,App,TRUE,2024-04-08,0,Hazzys
578,45,Male,Education,54430,2021-04-17,2024-05-06 23:41,19,479.67,Shoes,4.09,App,TRUE,2024-04-28,0,Nike
